Disease ID	Name	Mnemonic	Description
DI-02250	Recurrent isolated invasive pneumococcal disease 2	IPD2	Recurrent invasive pneumococcal disease (IPD) is defined as two episodes of IPD occurring at least 1 month apart, whether caused by the same or different serotypes or strains. Recurrent IPD occurs in at least 2% of patients in most series, making IPD the most important known risk factor for subsequent IPD.
DI-02775	Recurrent myoglobinuria mitochondrial	RM-MT	Recurrent myoglobinuria is characterized by recurrent attacks of rhabdomyolysis (necrosis or disintegration of skeletal muscle) associated with muscle pain and weakness, and followed by excretion of myoglobin in the urine.
DI-02458	Reducing body myopathy, X-linked 1A, severe, with infantile or early childhood onset	RBMX1A	A rare myopathy clinically characterized by rapidly progressive muscular weakness, and pathologically by the presence of intracytoplasmic inclusion bodies strongly stained by menadione-linked alpha-glycerophosphate dehydrogenase in the absence of substrate, alpha-glycerophosphate. The term 'reducing body' refers to the reducing activity of the inclusions to nitroblue tetrazolium in the absence of substrate. This condition is also commonly associated with rimmed vacuoles and cytoplasmic bodies. Death in childhood is frequent in the severe form of the disease, due to respiratory failure.
DI-02435	Reducing body myopathy, X-linked 1B, with late childhood or adult onset	RBMX1B	A rare myopathy clinically characterized by rapidly progressive muscular weakness, and pathologically by the presence of intracytoplasmic inclusion bodies strongly stained by menadione-linked alpha-glycerophosphate dehydrogenase in the absence of substrate, alpha-glycerophosphate. The term 'reducing body' refers to the reducing activity of the inclusions to nitroblue tetrazolium in the absence of substrate. This condition is also commonly associated with rimmed vacuoles and cytoplasmic bodies.
DI-00966	Refsum disease	RD	A rare autosomal recessive peroxisomal disorder characterized by the accumulation of the branched-chain fatty acid, phytanic acid, in blood and tissues. Cardinal clinical features are retinitis pigmentosa, peripheral neuropathy, cerebellar ataxia, and elevated protein levels in the cerebrospinal fluid (CSF). Half of all patients exhibit generalized, mild to moderate ichthyosis resembling ichthyosis vulgaris. Less constant features are nerve deafness, anosmia, skeletal abnormalities, cataracts and cardiac impairment.
DI-02251	Regulator type Rh-null hemolytic anemia	RHN	Form of chronic hemolytic anemia in which the red blood cells have a stomatocytosis and spherocytosis morphology, an increased osmotic fragility, an altered ion transport system, and abnormal membrane phospholipid organization.
DI-02254	Renal cell carcinoma	RCC	Renal cell carcinoma is a heterogeneous group of sporadic or hereditary carcinoma derived from cells of the proximal renal tubular epithelium. It is subclassified into clear cell renal carcinoma (non-papillary carcinoma), papillary renal cell carcinoma, chromophobe renal cell carcinoma, collecting duct carcinoma with medullary carcinoma of the kidney, and unclassified renal cell carcinoma. Clear cell renal cell carcinoma is the most common subtype.
DI-01732	Renal cell carcinoma papillary	RCCP	A subtype of renal cell carcinoma tending to show a tubulo-papillary architecture formed by numerous, irregular, finger-like projections of connective tissue. Renal cell carcinoma is a heterogeneous group of sporadic or hereditary carcinoma derived from cells of the proximal renal tubular epithelium.
DI-03249	Renal cell carcinoma Xp11-associated	RCCX1	Renal cell carcinoma is a heterogeneous group of sporadic or hereditary carcinoma derived from cells of the proximal renal tubular epithelium. It is subclassified into clear cell renal carcinoma (non-papillary carcinoma), papillary renal cell carcinoma, chromophobe renal cell carcinoma, collecting duct carcinoma with medullary carcinoma of the kidney, and unclassified renal cell carcinoma. RCCX1 histology shows both clear cells and papillary architecture, often with abundant psammoma bodies, although variable histologic features have been observed.
DI-00967	Renal cysts and diabetes syndrome	RCAD	An autosomal dominant disorder comprising non-diabetic renal disease resulting from abnormal renal development, and diabetes, which in some cases occurs earlier than age 25 years and is thus consistent with a diagnosis of maturity-onset diabetes of the young (MODY5). The renal disease is highly variable and includes renal cysts, glomerular tufts, aberrant nephrogenesis, primitive tubules, irregular collecting systems, oligomeganephronia, enlarged renal pelves, abnormal calyces, small kidney, single kidney, horseshoe kidney, and hyperuricemic nephropathy. Affected individuals may also have abnormalities of the genital tract.
DI-03361	Renal dysplasia, cystic	CYSRD	An anomaly of the kidney characterized by numerous renal cysts and apparent disorder of differentiation of the renal parenchyma. Kidney of affected individuals lack the normal renal bean shape, and the collection drainage system. The cystic, dysplastic kidney contains undifferentiated mesenchyme, cartilaginous tissue, and immature collecting ducts.
DI-02255	Renal glucosuria	GLYS	A disorder characterized by persistent isolated glucosuria, normal fasting serum glucose concentration, decreased renal tubular resorption of glucose from the urine, and absence of any other signs of tubular dysfunction.
DI-02253	Renal hypodysplasia/aplasia 1	RHDA1	A perinatally lethal renal disease encompassing a spectrum of kidney development defects, including renal agenesis, bilateral renal aplasia, hypoplasia, (cystic) dysplasia, and severe obstructive uropathy.
DI-04110	Renal hypodysplasia/aplasia 2	RHDA2	A perinatally lethal renal disease encompassing a spectrum of kidney development defects, including renal agenesis, bilateral renal aplasia, hypoplasia, (cystic) dysplasia, and severe obstructive uropathy.
DI-01207	Renal tubular acidosis, distal, autosomal dominant	AD-dRTA	An autosomal dominant disease characterized by reduced ability to acidify urine, variable hyperchloremic hypokalemic metabolic acidosis, nephrocalcinosis, and nephrolithiasis. It is due to functional failure of alpha-intercalated cells of the cortical collecting duct of the distal nephron, where vectorial proton transport is required for urinary acidification.
DI-01496	Renal tubular acidosis, distal, autosomal recessive	RTADR	An autosomal recessive disease characterized by reduced ability to acidify urine, variable hyperchloremic hypokalemic metabolic acidosis, nephrocalcinosis, and nephrolithiasis. It is due to functional failure of alpha-intercalated cells of the cortical collecting duct of the distal nephron, where vectorial proton transport is required for urinary acidification.
DI-01237	Renal tubular acidosis, distal, with hemolytic anemia	dRTA-HA	A disease characterized by the association of hemolytic anemia with distal renal tubular acidosis, the reduced ability to acidify urine resulting in variable hyperchloremic hypokalemic metabolic acidosis, nephrocalcinosis, and nephrolithiasis.
DI-03438	Renal tubular acidosis, distal, with normal red cell morphology	dRTA-NRC	A disease characterized by reduced ability to acidify urine, variable hyperchloremic hypokalemic metabolic acidosis, nephrocalcinosis, and nephrolithiasis. It is due to functional failure of alpha-intercalated cells of the cortical collecting duct of the distal nephron, where vectorial proton transport is required for urinary acidification.
DI-01495	Renal tubular acidosis, distal, with progressive nerve deafness	dRTA-D	An autosomal recessive disease characterized by the association of renal distal tubular acidosis with sensorineural hearing loss. Distal renal tubular acidosis is characterized by reduced ability to acidify urine, variable hyperchloremic hypokalemic metabolic acidosis, nephrocalcinosis, and nephrolithiasis. It is due to functional failure of alpha-intercalated cells of the cortical collecting duct of the distal nephron, where vectorial proton transport is required for urinary acidification.
DI-02226	Renal tubular acidosis, proximal, with ocular abnormalities and mental retardation	pRTA-OA	An extremely rare autosomal recessive syndrome characterized by short stature, profound proximal renal tubular acidosis, mental retardation, bilateral glaucoma, cataracts and bandkeratopathy. pRTA is due to a failure of the proximal tubular cells to reabsorb filtered bicarbonate from the urine, leading to urinary bicarbonate wasting and subsequent acidemia.
DI-02257	Renal tubular dysgenesis	RTD	Autosomal recessive severe disorder of renal tubular development characterized by persistent fetal anuria and perinatal death, probably due to pulmonary hypoplasia from early-onset oligohydramnios (the Potter phenotype).
DI-02259	Renal-hepatic-pancreatic dysplasia 1	RHPD1	A disease characterized by cystic malformations of the kidneys, liver, and pancreas. The pathological findings consist of multicystic dysplastic kidneys, dilated and dysgenetic bile ducts, a dysplastic pancreas with dilated ducts, cysts, fibrosis and inflammatory infiltrates.
DI-03891	Renal-hepatic-pancreatic dysplasia 2	RHPD2	A form of renal-hepatic-pancreatic dysplasia, a disease characterized by cystic malformations of the kidneys, liver, and pancreas. The pathological findings consist of multicystic dysplastic kidneys, dilated and dysgenetic bile ducts, a dysplastic pancreas with dilated ducts, cysts, fibrosis and inflammatory infiltrates.
DI-02260	Renpenning syndrome 1	RENS1	A X-linked mental retardation syndrome characterized by mental retardation, microcephaly, short stature, and small testes. The craniofacies tends to be narrow and tall with upslanting palpebral fissures, abnormal nasal configuration, cupped ears, and short philtrum. The nose may appear long or bulbous, with overhanging columella. Less consistent manifestations include ocular colobomas, cardiac malformations, cleft palate, and anal anomalies.
DI-02716	Respiratory distress syndrome in premature infants	RDS	A lung disease affecting usually premature newborn infants. It is characterized by deficient gas exchange, diffuse atelectasis, high-permeability lung edema and fibrin-rich alveolar deposits called 'hyaline membranes'.
DI-02843	Restless legs syndrome 6	RLS6	A neurologic sleep/wake disorder characterized by uncomfortable and unpleasant sensations in the legs that appear at rest, usually at night, inducing an irresistible desire to move the legs. The disorder results in nocturnal insomnia and chronic sleep deprivation. The majority of patients also have periodic limb movements in sleep, which are characterized by involuntary, highly stereotypical, regularly occurring limb movements that occur during sleep.
DI-02589	Restless legs syndrome 7	RLS7	A neurologic sleep/wake disorder characterized by uncomfortable and unpleasant sensations in the legs that appear at rest, usually at night, inducing an irresistible desire to move the legs. The disorder results in nocturnal insomnia and chronic sleep deprivation. The majority of patients also have periodic limb movements in sleep, which are characterized by involuntary, highly stereotypical, regularly occurring limb movements that occur during sleep.
DI-02261	Reticular dysgenesis	RDYS	Most severe form of inborn severe combined immunodeficiencies (SCID) and is characterized by absence of granulocytes and almost complete deficiency of lymphocytes in peripheral blood, hypoplasia of the thymus and secondary lymphoid organs, and lack of innate and adaptive humoral and cellular immune functions, leading to fatal septicemia within days after birth. In bone marrow of individuals with reticular dysgenesis, myeloid differentiation is blocked at the promyelocytic stage, whereas erythro- and megakaryocytic maturation is generally normal. In addition, affected newborns have bilateral sensorineural deafness. Defects may be due to its absence in leukocytes and inner ear, in which its absence can not be compensated by AK1.
DI-03962	Reticulate acropigmentation of Kitamura	RAK	A rare cutaneous pigmentation disorder characterized by reticulate, slightly depressed, sharply demarcated brown macules without hypopigmentation, affecting the dorsa of the hands and feet and appearing in the first or second decade of life. The macules gradually darken and extend to the proximal regions of the extremities. The manifestations tend to progress until middle age, after which progression of the eruptions stops. The pigmentary augmentation is found on the flexor aspects of the wrists, neck, patella and olecranon. Other features include breaks in the epidermal ridges on the palms and fingers, palmoplantar pits, occasionally plantar keratoderma, and partial alopecia.
DI-03265	Retinal arterial macroaneurysm with supravalvular pulmonic stenosis	RAMSVPS	An autosomal recessive condition characterized by the bilateral appearance of 'beading' along the major retinal arterial trunks, with the subsequent formation of macroaneurysms. Affected individuals also have supravalvular pulmonic stenosis, often requiring surgical correction.
DI-02262	Retinal cone dystrophy 4	RCD4	Characterized by minimal symptoms except for slowly progressive reduction in visual acuity.
DI-03088	Retinal degeneration autosomal recessive clumped pigment type	RDCP	A retinopathy characterized by night blindness since early childhood, consistent with a severe reduction in rod function. Color vision is normal although there is a relatively enhanced function of short-wavelength-sensitive cones in the macula. Signs of retinal degeneration and clusters of clumped pigment deposits in the peripheral fundus at the level of the retinal pigment epithelium are present.
DI-04298	Retinal dystrophy and obesity	RDOB	A disease characterized by obesity, night blindness, decreased visual acuity, and electrophysiological features of a rod cone dystrophy.
DI-04439	Retinal dystrophy, early-onset, with or without pituitary dysfunction	RDEOP	An autosomal dominant ocular disease characterized by pattern dystrophy of the retinal pigment epithelium, and photoreceptor degeneration. Mild developmental anomalies include optic nerve head dysplasia, microcornea, and Rathke's cleft cyst. Some patients manifest pituary dysfunction.
DI-02265	Retinal dystrophy, iris coloboma, and comedogenic acne syndrome	RDCCAS	A disease characterized by retinal degeneration, ocular colobomas involving both the anterior and posterior segment, impaired night vision and loss of visual acuity. Additional characteristic features include developmental abnormalities and severe acne.
DI-04303	Retinal dystrophy, juvenile cataracts, and short stature syndrome	RDJCSS	A disorder characterized by retinal dystrophy resulting in progressive decrease in visual acuity and difficulties with night vision in the first decade of life, development of juvenile cataracts, facial dysmorphism, psychomotor developmental delays, learning disabilities and short stature. Ophthalmological findings include salt-and-pepper retinopathy, attenuation of the arterioles, generalized rod-cone dysfunction, mottled macula at an early age, and peripapillary sparing of the retinal pigment epithelium.
DI-04272	Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities	RDGCA	An autosomal dominant retinal dystrophy characterized by inner retinal dysfunction in association with ganglion cell abnormalities. Clinical features include mild photophobia, progressive loss of central vision, night blindness, and hyperreflectivity of nerve and ganglion cell layers.
DI-04885	Retinal dystrophy with or without extraocular anomalies	RDEOA	An autosomal recessive disease characterized by progressive retinal dystrophy, chorioretinal macular atrophy, reduced cone and rod responses on ERG, and decrease visual acuity. Extraocular anomalies are variably present in some patients and include pulmonary fibrosis, sensorineural hearing loss, and endocrine features such as goiter and primary ovarian insufficiency.
DI-00968	Retinal macular dystrophy 2	MCDR2	A bull's-eye macular dystrophy characterized by bilateral annular atrophy of retinal pigment epithelium at the macula.
DI-00969	Retinitis pigmentosa	RP	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00971	Retinitis pigmentosa 1	RP1	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00977	Retinitis pigmentosa 10	RP10	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00978	Retinitis pigmentosa 11	RP11	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00979	Retinitis pigmentosa 12	RP12	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well. RP12 is an autosomal recessive, severe form often manifesting in early childhood. Patients experiment progressive visual field loss with severe visual impairment before the age of twenty. Some patients have a preserved paraarteriolar retinal pigment epithelium (PPRPE) and hypermetropia.
DI-00980	Retinitis pigmentosa 13	RP13	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00981	Retinitis pigmentosa 14	RP14	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00983	Retinitis pigmentosa 17	RP17	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00984	Retinitis pigmentosa 18	RP18	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00985	Retinitis pigmentosa 19	RP19	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well. RP19 is characterized by choroidal atrophy.
DI-00972	Retinitis pigmentosa 2	RP2	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00986	Retinitis pigmentosa 20	RP20	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-04060	Retinitis pigmentosa 23	RP23	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00987	Retinitis pigmentosa 25	RP25	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00988	Retinitis pigmentosa 26	RP26	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00989	Retinitis pigmentosa 27	RP27	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02911	Retinitis pigmentosa 28	RP28	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00973	Retinitis pigmentosa 3	RP3	A X-linked retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well. In RP3, affected males have a severe phenotype, and carrier females show a wide spectrum of clinical features ranging from completely asymptomatic to severe retinitis pigmentosa. Heterozygous women can manifest a form of choroidoretinal degeneration which is distinguished from other types by the absence of visual defects in the presence of a brilliant, scintillating, golden-hued, patchy appearance most striking around the macula, called a tapetal-like retinal reflex.
DI-00990	Retinitis pigmentosa 30	RP30	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00991	Retinitis pigmentosa 31	RP31	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02672	Retinitis pigmentosa 33	RP33	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00992	Retinitis pigmentosa 35	RP35	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02263	Retinitis pigmentosa 36	RP36	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00993	Retinitis pigmentosa 37	RP37	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-03030	Retinitis pigmentosa 38	RP38	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00994	Retinitis pigmentosa 39	RP39	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00974	Retinitis pigmentosa 4	RP4	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-03031	Retinitis pigmentosa 40	RP40	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00995	Retinitis pigmentosa 41	RP41	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02473	Retinitis pigmentosa 42	RP42	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-03032	Retinitis pigmentosa 43	RP43	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-03033	Retinitis pigmentosa 44	RP44	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02264	Retinitis pigmentosa 45	RP45	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-00996	Retinitis pigmentosa 46	RP46	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-03034	Retinitis pigmentosa 47	RP47	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-03035	Retinitis pigmentosa 48	RP48	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-03002	Retinitis pigmentosa 49	RP49	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-01386	Retinitis pigmentosa 50	RP50	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02707	Retinitis pigmentosa 51	RP51	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02918	Retinitis pigmentosa 53	RP53	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02708	Retinitis pigmentosa 54	RP54	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02896	Retinitis pigmentosa 55	RP55	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
DI-02907	Retinitis pigmentosa 56	RP56	A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well.
